actual,predicted
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Cargo,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Cargo
Tanker,Cargo
Other,Cargo
Tanker,Cargo
Other,Passenger
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Search and Rescue,Search and Rescue
Other,Other
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Cargo,Cargo
Other,Other
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tug
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Other
Tug,Tug
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Other,Passenger
Other,Passenger
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Other,Passenger
Search and Rescue,Search and Rescue
Tanker,Tanker
Search and Rescue,Search and Rescue
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Other,Cargo
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Pleasure Craft,Pleasure Craft
Other,Other
Search and Rescue,Search and Rescue
Tanker,Tanker
Other,Other
Other,Passenger
Tanker,Cargo
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Search and Rescue,Search and Rescue
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Tug,Tug
Other,Passenger
Tanker,Tanker
Other,High-Speed Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Other,Other
Tanker,Tanker
Search and Rescue,Search and Rescue
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Cargo,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Search and Rescue,Search and Rescue
Tanker,Tanker
Search and Rescue,Search and Rescue
Cargo,Tanker
Search and Rescue,Search and Rescue
Cargo,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Passenger
Search and Rescue,Search and Rescue
Tanker,Cargo
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Cargo,Tanker
Cargo,Tanker
Tanker,Cargo
Tanker,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Other,Passenger
Cargo,Tanker
Other,Passenger
Cargo,Tanker
Tanker,Tanker
Other,Other
Cargo,Tanker
Cargo,Tanker
Search and Rescue,Search and Rescue
Other,Other
Tanker,Tanker
Tug,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Cargo
Tanker,Cargo
Other,Passenger
Tanker,Tanker
Tanker,Cargo
Cargo,Tanker
Tanker,Tug
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,High-Speed Craft
Tanker,Tanker
Cargo,Tanker
Cargo,Tanker
Tanker,Cargo
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Tanker
Other,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Passenger
Cargo,Tanker
Other,Other
Search and Rescue,Search and Rescue
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,Cargo
Cargo,Tanker
Other,Other
Tanker,Tanker
Other,Passenger
Other,Passenger
Tanker,Tanker
Other,Passenger
Other,Other
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Other,Other
Tug,Other
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Other,Passenger
Other,Cargo
Cargo,Tanker
Tanker,Tanker
Other,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Other,Passenger
Cargo,Cargo
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Other,Passenger
Other,High-Speed Craft
Tanker,Cargo
Tanker,Cargo
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Other,Other
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Cargo,Cargo
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Other,High-Speed Craft
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Other
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tug,Other
Tug,Other
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Other,Other
Other,Passenger
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Tug,Other
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Cargo,Tanker
Other,Other
Cargo,Tanker
Other,Passenger
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Other,High-Speed Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Other,Other
Cargo,Tanker
Other,Other
Other,Other
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Other,Other
Cargo,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Tanker,Tanker
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Search and Rescue,Search and Rescue
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,High-Speed Craft
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Search and Rescue,Search and Rescue
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Other,Other
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Other,Passenger
Cargo,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Tanker
Tug,Other
Tanker,Tanker
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Cargo,Tanker
Cargo,Tanker
Cargo,Cargo
Other,Cargo
Cargo,Cargo
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Other,Passenger
Other,Passenger
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Cargo
Cargo,Cargo
Other,Other
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Cargo,Cargo
Tanker,Cargo
Cargo,Cargo
Other,Other
Search and Rescue,Search and Rescue
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Other,Passenger
Pleasure Craft,Pleasure Craft
Search and Rescue,Special Craft
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Search and Rescue,Special Craft
Tanker,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Other
Tanker,Tanker
Other,High-Speed Craft
Tanker,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Other,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Cargo
Tanker,Tanker
Cargo,Cargo
Other,Other
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Search and Rescue,Search and Rescue
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Other,Other
Search and Rescue,Search and Rescue
Cargo,Cargo
Tanker,Tanker
Tug,Other
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Other
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Passenger
Pleasure Craft,Sailing Vessel
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Search and Rescue,Search and Rescue
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Other
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Tug,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Cargo,Cargo
Other,Passenger
Other,Tanker
Tanker,Tanker
Other,Other
Tug,Other
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Other,Passenger
Cargo,Cargo
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Other
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tug
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Other,Other
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tug,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Cargo
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Other,Other
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Search and Rescue,Search and Rescue
Tug,Tug
Tanker,Cargo
Other,High-Speed Craft
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Search and Rescue,Search and Rescue
Tanker,Tanker
Tug,Other
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tug,Other
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Tug,Other
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tug
Search and Rescue,Search and Rescue
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Other,Other
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Tug,Tug
Pleasure Craft,Pleasure Craft
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,High-Speed Craft
Other,Other
Tug,Other
Pleasure Craft,Pleasure Craft
Other,Other
Tug,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Other,Other
Tug,Tug
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Pleasure Craft,Pleasure Craft
Other,Other
Other,Other
Tug,Tug
Other,Other
Tanker,Tanker
Other,Other
Tanker,Tanker
Tug,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Tug
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tug,Other
Tanker,Tanker
Tug,Tug
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Search and Rescue,Special Craft
Search and Rescue,Search and Rescue
Tanker,Tanker
Other,Passenger
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Cargo
Other,Other
Tug,Tug
Cargo,Cargo
Other,Passenger
Cargo,Cargo
Tanker,Tanker
Other,Other
Tug,Tug
Pleasure Craft,Pleasure Craft
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Other,Other
Tanker,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,Passenger
Tanker,Tanker
Other,Other
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Tug
Other,Other
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Cargo,Tanker
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Other,Cargo
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Other,Other
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Other,Other
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Tug,Tug
Other,Other
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Tanker
Cargo,Tanker
Other,Passenger
Tanker,Tanker
Cargo,Tanker
Search and Rescue,Search and Rescue
Tug,Tug
Other,Other
Tanker,Tanker
Search and Rescue,Search and Rescue
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Other,Other
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tug,Tug
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Other,Other
Tug,Other
Pleasure Craft,Pleasure Craft
Tug,Other
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Cargo
Tanker,Cargo
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Other,Other
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Other,Other
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,High-Speed Craft
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Cargo
Tug,Tug
Other,Cargo
Other,Cargo
Cargo,Tanker
Other,Tanker
Tug,Other
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Other,Tanker
Other,High-Speed Craft
Tanker,Cargo
Tanker,Cargo
Cargo,Cargo
Other,Passenger
Other,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Tug
Other,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tug,Other
Tanker,Tanker
Other,High-Speed Craft
Cargo,Cargo
Tug,Other
Tanker,Tanker
Other,Cargo
Other,Other
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Other,Other
Cargo,Cargo
Other,Other
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Other,High-Speed Craft
Tug,Tug
Other,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Other,Other
Tug,Tug
Cargo,Tanker
Tanker,Tanker
Other,Other
Cargo,Tanker
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Cargo,Cargo
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Passenger
Other,Passenger
Tanker,Cargo
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Tug,Other
Tanker,Tanker
Tanker,Cargo
Tanker,Cargo
Tanker,Tanker
Tanker,Cargo
Tanker,Cargo
Tug,Tug
Tanker,Tanker
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Other,Other
Cargo,Cargo
Tanker,Tanker
Cargo,Tanker
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Other,Other
Cargo,Tanker
